Unnamed: 0	transcript	name	gene	n_readlength	maxmean_readlength	sigma_readlength	prop_readlength	min_readlength	n_polyA	maxmean_polyA	sigma_polyA	prop_polyA	min_polyA	t5	transcript_id	hist5p	hist3p
1279	ENSMUST00000047086	Wdr43	ENSMUSG00000041057	138.0	1482.95358751488	636.595636724691	0.479812987046999	106.0	93.0	170.356520589814	81.6493812878518	0.527486260882582	4.76	--	ENSMUST00000047086	0.050724637681159424,0.021739130434782608,0.036231884057971016,0.021739130434782608,0.036231884057971016,0.34057971014492755,0.09420289855072464,0.13043478260869565,0.18115942028985507,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.057971014492753624,0.17391304347826086,0.007246376811594203,0.007246376811594203,0.7536231884057971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280	ENSMUST00000047177	Nxt1	ENSMUSG00000036992	47.0	974.87630245019	37.4609642443399	0.55923265819042	382.0	36.0	136.988261251325	54.1579459874362	0.530748809488255	22.62	0.48349396845060599	ENSMUST00000047177	0.3829787234042553,0.1702127659574468,0.0,0.06382978723404255,0.1276595744680851,0.0851063829787234,0.1702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281	ENSMUST00000047203	Rnf126	ENSMUSG00000035890	177.0	1428.85235642538	481.919059757927	0.449322594656675	150.0	134.0	163.575675256024	74.7507148920118	0.529883869265087	13.16	5.4477297166722902	ENSMUST00000047203	0.4124293785310734,0.04519774011299435,0.05649717514124294,0.05084745762711865,0.07909604519774012,0.0903954802259887,0.0903954802259887,0.07344632768361582,0.096045197740113,0.005649717514124294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005649717514124294,0.13559322033898305,0.8587570621468926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282	ENSMUST00000047218	Reep4	ENSMUSG00000033589	42.0	1639.29887754822	59.2258877912463	0.696108178685937	251.0	30.0	169.262309399461	81.3066840638808	0.564924611735318	24.26	4.6445130844644202	ENSMUST00000047218	0.35714285714285715,0.047619047619047616,0.11904761904761904,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283	ENSMUST00000047356	Atf5	ENSMUSG00000038539	157.0	1233.30213379036	507.264746343857	0.541555145599341	146.0	109.0	129.562073012472	69.0237532133055	0.51938603119182	4.85	6.8052651234153396	ENSMUST00000047356	0.2611464968152866,0.050955414012738856,0.03821656050955414,0.03821656050955414,0.050955414012738856,0.18471337579617833,0.050955414012738856,0.14012738853503184,0.1464968152866242,0.03821656050955414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.006369426751592357,0.012738853503184714,0.012738853503184714,0.09554140127388536,0.006369426751592357,0.012738853503184714,0.025477707006369428,0.8280254777070064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284	ENSMUST00000047363	Iars	ENSMUSG00000037851	62.0	1639.48869796482	843.870186396665	0.542106027420578	205.0	46.0	149.106788347114	45.8111854572962	0.496763555672999	18.92	8.4581501934662899	ENSMUST00000047363	0.0,0.016129032258064516,0.03225806451612903,0.0,0.016129032258064516,0.11290322580645161,0.1774193548387097,0.24193548387096775,0.1935483870967742,0.20967741935483872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285	ENSMUST00000047429	Mrps6	ENSMUSG00000039680	437.0	849.27082464023	112.977205751216	0.427613402104141	158.0	340.0	142.737850451667	59.8138049448619	0.507818991579379	10.47	3.48870316235864	ENSMUST00000047429	0.5835240274599542,0.038901601830663615,0.07093821510297482,0.04576659038901602,0.07780320366132723,0.06178489702517163,0.04805491990846682,0.05263157894736842,0.018306636155606407,0.002288329519450801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.002288329519450801,0.002288329519450801,0.004576659038901602,0.0,0.004576659038901602,0.9862700228832952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286	ENSMUST00000047534	Fam168b	ENSMUSG00000037503	86.0	1756.38960754587	961.348451995353	0.558910310885359	200.0	67.0	178.314072701262	60.1329160894264	0.526838437897535	13.55	2.63455046607795	ENSMUST00000047534	0.10465116279069768,0.023255813953488372,0.03488372093023256,0.0,0.046511627906976744,0.09302325581395349,0.10465116279069768,0.13953488372093023,0.2441860465116279,0.20930232558139536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.10465116279069768,0.023255813953488372,0.0,0.0,0.0,0.011627906976744186,0.0,0.8604651162790697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1287	ENSMUST00000047558	Prc1	ENSMUSG00000038943	25.0	1093.21832826144	722.208441814503	0.621059317844766	291.0	17.0	151.006180377999	60.0605037027387	0.505094504333587	13.73	2.01078874924427	ENSMUST00000047558	0.04,0.0,0.0,0.0,0.0,0.04,0.12,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1288	ENSMUST00000047616	Jmjd6	ENSMUSG00000056962	60.0	1525.69993389072	78.6827713471412	0.66182344258667	271.0	44.0	185.985958916187	53.8513208674854	0.563123217223686	14.74	1.2681042958964801	ENSMUST00000047616	0.11666666666666667,0.21666666666666667,0.11666666666666667,0.05,0.1,0.06666666666666667,0.05,0.16666666666666666,0.11666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.9833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1289	ENSMUST00000047652	Tspan14	ENSMUSG00000037824	24.0	2488.45570046442	45.5760512106481	0.721453072531534	374.0	18.0	176.483941771888	58.325180907186	0.583373773065489	31.44	0.59731302006324105	ENSMUST00000047652	0.3333333333333333,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.20833333333333334,0.041666666666666664,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290	ENSMUST00000047672	Cct2	ENSMUSG00000034024	813.0	1951.02322799201	84.2760961903489	0.734297301625676	192.0	615.0	135.216845453143	68.8637604476159	0.519606822002314	4.44	11.706789748944701	ENSMUST00000047672	0.27921279212792127,0.055350553505535055,0.04920049200492005,0.07626076260762607,0.1057810578105781,0.11316113161131611,0.11685116851168512,0.11316113161131611,0.07872078720787208,0.012300123001230012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0012300123001230013,0.0012300123001230013,0.0024600246002460025,0.0012300123001230013,0.0012300123001230013,0.0036900369003690036,0.0012300123001230013,0.9876998769987699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291	ENSMUST00000047714	Kdm5b	ENSMUSG00000042207	34.0	1932.97593946013	1180.83215596918	0.63290669366608	439.0	19.0	174.919544876539	62.1681024371228	0.506739492774422	21.74	0.29321260506265401	ENSMUST00000047714	0.0,0.058823529411764705,0.029411764705882353,0.058823529411764705,0.20588235294117646,0.5,0.11764705882352941,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.6176470588235294,0.23529411764705882,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292	ENSMUST00000047749	4921524J17Rik	ENSMUSG00000036934	29.0	1503.40114868223	24.5736840243975	0.635680875248492	300.0	23.0	168.133824202752	80.9632788369357	0.583744370133641	21.0	0.37122900209174098	ENSMUST00000047749	0.6206896551724138,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.27586206896551724,0.0,0.0,0.0,0.0,0.0,0.7241379310344828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1293	ENSMUST00000047760	Spsb2	ENSMUSG00000038451	19.0	1194.32408507241	35.76268061993	0.609775441660738	204.0	14.0	147.661744090167	65.1713479889901	0.546049752635368	7.79	0.27620279003899501	ENSMUST00000047760	0.3157894736842105,0.10526315789473684,0.0,0.0,0.10526315789473684,0.21052631578947367,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1294	ENSMUST00000047864	Eef2	ENSMUSG00000034994	5932.0	2005.03872563352	900.632682035785	0.535650926076253	75.0	4629.0	113.509940008329	57.8436350446738	0.507320145499452	1.9	44.699143652219497	ENSMUST00000047864	0.1365475387727579,0.04315576534052596,0.04467296021577883,0.06439649359406609,0.07383681726230613,0.09406608226567768,0.12761294672960216,0.14025623735670936,0.1557653405259609,0.11968981793661497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0005057316250842886,0.0011800404585300068,0.002191503708698584,0.0016857720836142953,0.0015171948752528658,0.0016857720836142953,0.0023600809170600135,0.0025286581254214432,0.0023600809170600135,0.9839851652056641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1295	ENSMUST00000047923	Sec24d	ENSMUSG00000039234	121.0	1803.52764952292	920.793769891208	0.548696818295697	167.0	75.0	176.885347553072	65.3330752310822	0.530489289395807	22.04	1.1066242337691401	ENSMUST00000047923	0.008264462809917356,0.049586776859504134,0.024793388429752067,0.04132231404958678,0.06611570247933884,0.08264462809917356,0.15702479338842976,0.1652892561983471,0.2644628099173554,0.14049586776859505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296	ENSMUST00000047973	Dhcr24	ENSMUSG00000034926	441.0	2024.8229328982	1030.43618362431	0.552050042125879	205.0	331.0	152.94137446595	57.6072243552408	0.489037023470813	3.24	3.6823407684421898	ENSMUST00000047973	0.036281179138321996,0.036281179138321996,0.06575963718820861,0.047619047619047616,0.07936507936507936,0.08163265306122448,0.11791383219954649,0.16099773242630386,0.23809523809523808,0.1360544217687075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0022675736961451248,0.0022675736961451248,0.013605442176870748,0.0045351473922902496,0.006802721088435374,0.0022675736961451248,0.0045351473922902496,0.963718820861678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1297	ENSMUST00000048010	Dse	ENSMUSG00000039497	94.0	2032.06737305671	1073.9185310905	0.564154066046696	245.0	75.0	153.967616747254	65.4256380651689	0.518454680443768	5.26	1.31829599905478	ENSMUST00000048010	0.0,0.07446808510638298,0.0425531914893617,0.05319148936170213,0.0425531914893617,0.06382978723404255,0.0851063829787234,0.19148936170212766,0.23404255319148937,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.9893617021276596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1298	ENSMUST00000048116	Slc7a1	ENSMUSG00000041313	50.0	2012.10218067387	1685.13052803675	0.645636957973603	208.0	39.0	195.883272504429	73.1144626886137	0.545703834006609	4.58	0.56925217357423996	ENSMUST00000048116	0.02,0.02,0.02,0.0,0.06,0.04,0.06,0.18,0.36,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.22,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299	ENSMUST00000048128	Zbtb7a	ENSMUSG00000035011	82.0	1543.83296518228	948.421847990264	0.613001159353766	272.0	60.0	148.738666151858	78.2120418846391	0.549288452259059	8.46	0.20222064310270599	ENSMUST00000048128	0.024390243902439025,0.036585365853658534,0.036585365853658534,0.10975609756097561,0.17073170731707318,0.08536585365853659,0.036585365853658534,0.13414634146341464,0.10975609756097561,0.25609756097560976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.012195121951219513,0.012195121951219513,0.35365853658536583,0.0,0.04878048780487805,0.06097560975609756,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300	ENSMUST00000048162	Bsdc1	ENSMUSG00000040859	46.0	1879.05904703426	790.356599725283	0.55463257181998	180.0	35.0	169.516373706387	71.063629845362	0.550153338061593	5.62	1.9471840026481499	ENSMUST00000048162	0.2391304347826087,0.0,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.10869565217391304,0.13043478260869565,0.08695652173913043,0.1956521739130435,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301	ENSMUST00000048197	Rhod	ENSMUSG00000041845	14.0	1245.70571922477	86.5485977772525	0.640516053083937	513.0	13.0	148.749911341399	15.4776160048474	0.651885729739252	32.37	3.0985536279578199	ENSMUST00000048197	0.42857142857142855,0.0,0.07142857142857142,0.0,0.21428571428571427,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302	ENSMUST00000048209	Ldha	ENSMUSG00000063229	857.0	1631.73351056356	31.9826428953714	0.501284158342052	140.0	663.0	128.00561044268	60.8604034816933	0.530189659149905	11.79	12.4154143689686	ENSMUST00000048209	0.572928821470245,0.044340723453908985,0.029171528588098017,0.046674445740956826,0.052508751458576426,0.060676779463243874,0.061843640606767794,0.049008168028004666,0.06301050175029171,0.019836639439906652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0011668611435239206,0.002333722287047841,0.004667444574095682,0.0011668611435239206,0.002333722287047841,0.0,0.003500583430571762,0.9848308051341891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303	ENSMUST00000048216	Abhd13	ENSMUSG00000040396	18.0	1868.99488017678	831.446604610355	0.561479489796232	454.0	12.0	138.705830663728	82.324548567024	0.628053088059112	36.64	0.44902275252096202	ENSMUST00000048216	0.1111111111111111,0.16666666666666666,0.0,0.2777777777777778,0.16666666666666666,0.0,0.0,0.1111111111111111,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.2777777777777778,0.0,0.3888888888888889,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304	ENSMUST00000048371	Tsc22d1	ENSMUSG00000022010	47.0	1160.67669450697	660.284449560548	0.567659996889184	346.0	36.0	153.689759924058	58.3215951223261	0.547361362569435	5.48	0.57496522431312602	ENSMUST00000048371	0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.02127659574468085,0.2553191489361702,0.40425531914893614,0.2978723404255319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305	ENSMUST00000048545	Arglu1	ENSMUSG00000040459	88.0	1391.26520249661	724.635276690467	0.554175901722541	169.0	65.0	176.973190096658	97.74462300407	0.560394904826719	5.11	5.2629931119981102	ENSMUST00000048545	0.1590909090909091,0.19318181818181818,0.18181818181818182,0.23863636363636365,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.011363636363636364,0.0,0.9431818181818182,0.022727272727272728,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306	ENSMUST00000048615	Pnp	ENSMUSG00000115338	113.0	1376.31467160956	34.798873124731	0.624617075110038	221.0	88.0	153.405121125257	72.4579825076608	0.490520481183526	16.65	4.5371398292109104	ENSMUST00000048615	0.3893805309734513,0.07964601769911504,0.1415929203539823,0.24778761061946902,0.1415929203539823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307	ENSMUST00000048655	Dusp10	ENSMUSG00000039384	79.0	1877.14290227024	562.461483590039	0.513745942962366	221.0	59.0	140.428171228785	53.4143962526737	0.500101563711338	1.87	0.14605707551247299	ENSMUST00000048655	0.22784810126582278,0.02531645569620253,0.13924050632911392,0.0759493670886076,0.08860759493670886,0.08860759493670886,0.20253164556962025,0.12658227848101267,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.3291139240506329,0.0,0.6582278481012658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308	ENSMUST00000048794	Hoxa5	ENSMUSG00000038253	41.0	1560.87251815038	686.367700191602	0.507597114828251	233.0	32.0	170.470351789324	90.4921092149064	0.547750896768207	26.91	0.67704986913246301	ENSMUST00000048794	0.1951219512195122,0.14634146341463414,0.024390243902439025,0.07317073170731707,0.0975609756097561,0.07317073170731707,0.14634146341463414,0.12195121951219512,0.12195121951219512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309	ENSMUST00000048892	Icmt	ENSMUSG00000039662	58.0	1389.81203108189	675.875625957162	0.507272798250068	214.0	46.0	185.515180207348	74.9722696958786	0.526164831422507	11.79	4.9579965820123197	ENSMUST00000048892	0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.06896551724137931,0.08620689655172414,0.20689655172413793,0.3103448275862069,0.25862068965517243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.017241379310344827,0.0,0.017241379310344827,0.0,0.017241379310344827,0.0,0.0,0.017241379310344827,0.9310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310	ENSMUST00000048914	Mrpl34	ENSMUSG00000034880	103.0	662.474778952667	31.6518464564308	0.260900602725931	320.0	81.0	138.676119268195	66.8890419915786	0.519585976015081	5.67	9.8452141587718494	ENSMUST00000048914	0.8737864077669902,0.04854368932038835,0.0,0.019417475728155338,0.019417475728155338,0.038834951456310676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.038834951456310676,0.9514563106796117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311	ENSMUST00000048915	Rbm8a	ENSMUSG00000038374	80.0	776.268106495793	53.7646634686678	0.253559215068507	174.0	54.0	129.496605425106	53.3748843086104	0.542324209044452	20.83	4.0354527166782299	ENSMUST00000048915	0.9,0.025,0.025,0.0125,0.025,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.9375,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312	ENSMUST00000048994	Nfkbil1	ENSMUSG00000042419	54.0	1249.80048588888	259.090899070856	0.526859709138529	164.0	42.0	135.737953303181	48.3594722610225	0.532303125514946	19.47	0.41963731812309202	ENSMUST00000048994	0.2222222222222222,0.05555555555555555,0.12962962962962962,0.14814814814814814,0.07407407407407407,0.12962962962962962,0.1111111111111111,0.05555555555555555,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.018518518518518517,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313	ENSMUST00000049005	Bmpr1a	ENSMUSG00000021796	76.0	2098.4950936797	1065.89607893372	0.547882160053663	197.0	50.0	174.596706136539	61.1230537815233	0.512421402113729	7.72	--	ENSMUST00000049005	0.05405405405405406,0.02702702702702703,0.04054054054054054,0.10810810810810811,0.1891891891891892,0.16216216216216217,0.0945945945945946,0.06756756756756757,0.17567567567567569,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.013513513513513514,0.33783783783783783,0.013513513513513514,0.04054054054054054,0.04054054054054054,0.5540540540540541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314	ENSMUST00000049020	Irgq	ENSMUSG00000041037	40.0	1899.51208071014	1024.53711858749	0.568801366982584	244.0	33.0	163.012582860168	49.5726165550562	0.528055595526276	6.38	0.73227620370498603	ENSMUST00000049020	0.0,0.0,0.025,0.05,0.0,0.075,0.1,0.25,0.275,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315	ENSMUST00000049032	Gmeb2	ENSMUSG00000038705	14.0	2950.41916581025	33.5012783764036	0.723887194668329	406.0	10.0	219.158225762208	8.38602538698576	0.72556678885642	18.24	0.306357421603831	ENSMUST00000049032	0.0,0.0,0.23076923076923078,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316	ENSMUST00000049040	Bri3bp	ENSMUSG00000037905	150.0	1123.65348975976	369.909804481221	0.420602111706692	243.0	118.0	136.416475323221	72.370160014164	0.562743141203588	14.42	7.0168626146916804	ENSMUST00000049040	0.7133333333333334,0.16,0.0,0.006666666666666667,0.013333333333333334,0.0,0.0,0.006666666666666667,0.05333333333333334,0.04666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.8733333333333333,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.11333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317	ENSMUST00000049064	Rap2b	ENSMUSG00000036894	35.0	823.160702979033	432.577578745233	0.609799286199251	216.0	21.0	171.255468622809	108.507147980044	0.604102626906181	28.21	0.38956066141151602	ENSMUST00000049064	0.05714285714285714,0.0,0.0,0.0,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.6,0.08571428571428572,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.7714285714285715,0.0,0.17142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318	ENSMUST00000049089	Twist1	ENSMUSG00000035799	112.0	1271.83572418886	179.890433032921	0.528540997547332	202.0	89.0	165.106930847736	58.1764228661359	0.513855594788656	9.38	0.53677623956966902	ENSMUST00000049089	0.05357142857142857,0.044642857142857144,0.2767857142857143,0.1875,0.10714285714285714,0.03571428571428571,0.125,0.08035714285714286,0.07142857142857142,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.9910714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319	ENSMUST00000049138	2410131K14Rik	ENSMUSG00000032840	47.0	1316.23410148551	617.043692899613	0.5494421949353	192.0	36.0	147.719802903081	56.2212058420565	0.497921873383909	8.13	1.4661559554392001	ENSMUST00000049138	0.574468085106383,0.0851063829787234,0.0851063829787234,0.0425531914893617,0.0,0.0,0.02127659574468085,0.0,0.10638297872340426,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.5531914893617021,0.02127659574468085,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320	ENSMUST00000049167	Phf12	ENSMUSG00000037791	38.0	2373.99800208849	1146.05684895083	0.55296600165674	242.0	26.0	187.265179614176	87.871496537874	0.533626462011096	4.66	0.40063845037953	ENSMUST00000049167	0.05263157894736842,0.10526315789473684,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.10526315789473684,0.18421052631578946,0.18421052631578946,0.15789473684210525,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.2631578947368421,0.7105263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
