transcript	exonic_length	exonic_length_utr5	exonic_length_cds	exonic_length_utr3
ENSMUST00000119311	2627	13	348	2266
ENSMUST00000225539	737	NA	NA	NA
ENSMUST00000021837	1902	35	1164	703
ENSMUST00000221418	758	NA	NA	NA
ENSMUST00000021770	1412	181	831	400
ENSMUST00000224992	2964	74	1188	1702
ENSMUST00000043269	2676	137	1392	1147
ENSMUST00000222746	2206	140	480	1586
ENSMUST00000182457	828	NA	NA	NA
ENSMUST00000226104	526	NA	NA	NA
ENSMUST00000099735	8744	43	651	8050
ENSMUST00000109399	8445	135	2673	5637
ENSMUST00000225201	1289	NA	NA	NA
ENSMUST00000007980	2678	243	918	1517
ENSMUST00000081582	4677	96	915	3666
ENSMUST00000022245	3319	18	1329	1972
ENSMUST00000227265	6550	660	939	4951
ENSMUST00000022040	8174	122	3657	4395
ENSMUST00000115912	4130	62	3927	141
ENSMUST00000115907	412	105	264	43
ENSMUST00000177695	402	NA	402	NA
ENSMUST00000178765	867	72	402	393
ENSMUST00000179935	1422	NA	1422	NA
ENSMUST00000135618	3293	77	3060	156
ENSMUST00000041003	1402	68	1038	296
ENSMUST00000088696	5683	178	2385	3120
ENSMUST00000087703	4175	340	2868	967
ENSMUST00000154293	1924	8	777	1139
ENSMUST00000095487	1795	178	1557	60
ENSMUST00000234214	777	96	390	291
ENSMUST00000024724	1438	230	732	476
ENSMUST00000086545	2931	167	1029	1735
ENSMUST00000026823	3173	244	1746	1183
ENSMUST00000233187	512	87	144	281
ENSMUST00000119227	452	25	384	43
ENSMUST00000235925	698	6	270	422
ENSMUST00000174609	527	43	324	160
ENSMUST00000233533	1784	232	672	880
ENSMUST00000024705	2895	212	969	1714
ENSMUST00000201583	893	183	549	161
ENSMUST00000118768	2847	243	2388	216
ENSMUST00000024909	927	415	459	53
ENSMUST00000024914	2544	87	1710	747
ENSMUST00000172753	2803	231	1929	643
ENSMUST00000113520	654	NA	627	27
ENSMUST00000162431	2539	614	1716	209
ENSMUST00000233249	3341	276	2685	380
ENSMUST00000019633	842	176	588	78
ENSMUST00000179434	2207	202	1575	430
ENSMUST00000114549	2881	132	1428	1321
ENSMUST00000163123	3180	100	2913	167
ENSMUST00000238400	1800	NA	1647	153
ENSMUST00000062161	2665	275	2028	362
ENSMUST00000232723	627	204	354	69
ENSMUST00000068258	2159	22	546	1591
ENSMUST00000024894	5128	356	1632	3140
ENSMUST00000180252	4839	278	1686	2875
ENSMUST00000172814	1117	73	483	561
ENSMUST00000025181	1619	90	1110	419
ENSMUST00000231559	756	NA	NA	NA
ENSMUST00000113300	1110	NA	1110	NA
ENSMUST00000055454	2727	998	573	1156
ENSMUST00000114859	3573	208	651	2714
ENSMUST00000037974	5186	44	4461	681
ENSMUST00000024936	1481	61	933	487
ENSMUST00000234531	438	NA	NA	NA
ENSMUST00000166040	1139	115	909	115
ENSMUST00000026831	1711	269	1122	320
ENSMUST00000129091	7117	34	315	6768
ENSMUST00000042692	1989	94	1704	191
ENSMUST00000173070	434	NA	NA	NA
ENSMUST00000233715	1410	91	1251	68
ENSMUST00000086876	3523	145	1923	1455
ENSMUST00000232850	8601	95	2460	6046
ENSMUST00000025057	1220	53	636	531
ENSMUST00000095261	5266	814	4383	69
ENSMUST00000233077	5981	111	5826	44
ENSMUST00000075253	1752	91	1572	89
ENSMUST00000237186	1341	238	834	269
ENSMUST00000174031	824	225	477	122
ENSMUST00000233135	1433	NA	NA	NA
ENSMUST00000235087	455	NA	NA	NA
ENSMUST00000185626	2213	NA	NA	NA
ENSMUST00000172900	439	118	267	54
ENSMUST00000025095	1076	55	336	685
ENSMUST00000236515	1701	643	807	251
ENSMUST00000086639	5454	118	4866	470
ENSMUST00000174711	520	62	396	62
ENSMUST00000143987	1697	94	747	856
ENSMUST00000236309	1362	NA	NA	NA
ENSMUST00000003628	3802	258	2736	808
ENSMUST00000061331	3116	342	1776	998
ENSMUST00000146451	2081	1216	699	166
ENSMUST00000189452	2078	370	1536	172
ENSMUST00000164832	789	221	300	268
ENSMUST00000024846	980	143	519	318
ENSMUST00000118489	2976	139	2499	338
ENSMUST00000079413	3543	219	1371	1953
ENSMUST00000091879	3265	578	1461	1226
ENSMUST00000234597	1434	241	636	557
ENSMUST00000168379	577	NA	NA	NA
ENSMUST00000113571	5898	407	1587	3904
ENSMUST00000035375	1371	58	741	572
ENSMUST00000173713	890	160	477	253
ENSMUST00000087012	1989	68	1623	298
ENSMUST00000235144	1026	83	792	151
ENSMUST00000025253	6888	226	6477	185
ENSMUST00000045717	6563	111	6408	44
ENSMUST00000005975	2064	53	1689	322
ENSMUST00000234852	4936	191	2415	2330
ENSMUST00000148021	3333	268	1335	1730
ENSMUST00000173707	724	75	378	271
ENSMUST00000234951	795	35	513	247
ENSMUST00000024957	988	130	660	198
ENSMUST00000024981	2672	78	573	2021
ENSMUST00000051864	2733	354	1089	1290
ENSMUST00000233580	1850	86	669	1095
ENSMUST00000232173	593	133	399	61
ENSMUST00000164647	2754	89	2040	625
ENSMUST00000138345	796	NA	NA	NA
ENSMUST00000050236	1861	187	1653	21
ENSMUST00000025007	1006	150	561	295
ENSMUST00000040440	1205	140	450	615
ENSMUST00000024731	1160	124	810	226
ENSMUST00000037057	4103	360	2391	1352
ENSMUST00000046525	2123	173	1386	564
ENSMUST00000234508	4588	191	2067	2330
ENSMUST00000164769	1226	55	1077	94
ENSMUST00000073546	1593	6	993	594
ENSMUST00000169559	8810	164	2577	6069
ENSMUST00000201960	4305	250	1668	2387
ENSMUST00000112308	4393	45	4179	169
ENSMUST00000233122	781	23	546	212
ENSMUST00000095347	2617	146	2259	212
ENSMUST00000232860	630	NA	NA	NA
ENSMUST00000114881	644	105	498	41
ENSMUST00000140313	2754	222	2187	345
ENSMUST00000171171	4154	367	1371	2416
ENSMUST00000165838	2751	121	876	1754
ENSMUST00000050214	2102	108	1926	68
ENSMUST00000071841	2100	415	1149	536
ENSMUST00000166526	923	73	720	130
ENSMUST00000165613	767	210	267	290
ENSMUST00000234041	900	NA	NA	NA
ENSMUST00000038973	1234	5	924	305
ENSMUST00000234505	1137	58	618	461
ENSMUST00000236359	515	NA	NA	NA
ENSMUST00000237554	1722	548	1056	118
ENSMUST00000113072	1986	172	1392	422
ENSMUST00000167545	3156	261	2661	234
ENSMUST00000027764	1144	228	483	433
ENSMUST00000213638	3183	451	954	1778
ENSMUST00000054174	2221	215	1575	431
ENSMUST00000077960	1694	212	1140	342
ENSMUST00000042683	839	21	798	20
ENSMUST00000234682	1232	397	588	247
ENSMUST00000118487	2629	168	1668	793
ENSMUST00000174024	883	63	774	46
ENSMUST00000174851	105	NA	NA	NA
ENSMUST00000114764	3670	285	3000	385
ENSMUST00000182056	4645	213	3453	979
ENSMUST00000233387	1192	NA	NA	NA
ENSMUST00000232768	7784	180	1695	5909
ENSMUST00000114836	1752	94	1467	191
ENSMUST00000232083	1488	NA	NA	NA
ENSMUST00000025263	1639	167	708	764
ENSMUST00000233089	947	103	519	325
ENSMUST00000233061	3324	123	2421	780
ENSMUST00000120717	2591	65	2145	381
ENSMUST00000234785	2809	69	927	1813
ENSMUST00000234390	240	NA	NA	NA
ENSMUST00000233101	464	NA	NA	NA
ENSMUST00000019723	1710	29	501	1180
ENSMUST00000058661	1225	63	939	223
ENSMUST00000065758	1005	145	681	179
ENSMUST00000127032	1875	323	357	1195
ENSMUST00000003268	2073	176	1107	790
ENSMUST00000208832	3173	2102	963	108
ENSMUST00000138759	1074	179	708	187
ENSMUST00000234979	913	185	570	158
ENSMUST00000233284	1327	NA	NA	NA
ENSMUST00000234353	1067	NA	NA	NA
ENSMUST00000059775	1631	320	819	492
ENSMUST00000233022	8747	164	2514	6069
ENSMUST00000216376	3832	577	939	2316
ENSMUST00000174331	6282	189	4434	1659
ENSMUST00000044442	4235	182	3189	864
ENSMUST00000237165	1469	112	1248	109
ENSMUST00000183999	358	NA	270	88
ENSMUST00000114385	2550	13	2040	497
ENSMUST00000046131	913	10	858	45
ENSMUST00000234063	1541	NA	NA	NA
ENSMUST00000181658	1179	NA	NA	NA
ENSMUST00000024827	493	70	246	177
ENSMUST00000113265	3999	457	2019	1523
ENSMUST00000234692	423	NA	NA	NA
ENSMUST00000213642	5271	145	948	4178
ENSMUST00000025312	2114	92	1023	999
ENSMUST00000232276	860	369	309	182
ENSMUST00000225808	8926	38	2298	6590
ENSMUST00000235108	678	NA	NA	NA
ENSMUST00000119284	4743	762	2673	1308
ENSMUST00000190184	369	NA	NA	NA
ENSMUST00000112389	4231	204	2691	1336
ENSMUST00000024849	3906	101	3222	583
ENSMUST00000119932	1629	301	837	491
ENSMUST00000174001	623	111	477	35
ENSMUST00000154473	862	175	309	378
ENSMUST00000097311	3197	247	2058	892
ENSMUST00000235532	1809	289	831	689
ENSMUST00000235110	1214	354	681	179
ENSMUST00000086801	3283	139	2079	1065
ENSMUST00000233607	1699	279	975	445
ENSMUST00000233110	718	NA	NA	NA
ENSMUST00000040467	1357	30	1107	220
ENSMUST00000113742	1344	10	1125	209
ENSMUST00000072406	3255	164	1917	1174
ENSMUST00000232255	7529	NA	NA	NA
ENSMUST00000024826	584	34	390	160
ENSMUST00000186479	840	NA	NA	NA
ENSMUST00000015749	2616	347	1515	754
ENSMUST00000233108	518	NA	NA	NA
ENSMUST00000041649	1324	96	924	304
ENSMUST00000234968	1502	27	738	737
ENSMUST00000119274	3354	290	1398	1666
ENSMUST00000189974	683	NA	NA	NA
ENSMUST00000048994	1447	86	1146	215
ENSMUST00000215195	3060	767	933	1360
ENSMUST00000174122	1244	57	1104	83
ENSMUST00000014684	1046	196	720	130
ENSMUST00000169373	1027	55	927	45
ENSMUST00000087582	2370	40	2073	257
ENSMUST00000062657	1046	28	585	433
ENSMUST00000177034	5441	173	4773	495
ENSMUST00000236137	2054	38	1890	126
ENSMUST00000070673	3473	208	588	2677
ENSMUST00000054072	6639	142	1596	4901
ENSMUST00000168659	939	NA	939	NA
ENSMUST00000173353	1428	16	1191	221
ENSMUST00000160800	5683	1014	4488	181
ENSMUST00000079924	2007	51	1839	117
ENSMUST00000024939	870	11	699	160
ENSMUST00000087167	1070	22	1029	19
ENSMUST00000137459	4453	NA	NA	NA
ENSMUST00000070538	2069	15	876	1178
ENSMUST00000234543	3127	66	783	2278
ENSMUST00000168887	5884	762	2670	2452
ENSMUST00000008830	3544	105	1638	1801
ENSMUST00000066121	3400	152	864	2384
ENSMUST00000226398	5459	95	5229	135
ENSMUST00000145910	8629	709	2343	5577
ENSMUST00000233218	2781	NA	NA	NA
ENSMUST00000024738	1556	184	915	457
ENSMUST00000073337	7519	105	3858	3556
ENSMUST00000024906	4086	197	669	3220
ENSMUST00000232499	640	18	339	283
ENSMUST00000231815	9423	248	1410	7765
ENSMUST00000088464	2504	NA	2010	494
ENSMUST00000174426	396	48	306	42
ENSMUST00000064234	3164	141	1761	1262
ENSMUST00000152417	2157	31	1872	254
ENSMUST00000234052	3711	13	1038	2660
ENSMUST00000235948	2523	1054	936	533
ENSMUST00000084966	2643	295	1377	971
ENSMUST00000087721	2416	15	1275	1126
ENSMUST00000052832	755	103	360	292
ENSMUST00000057610	3646	199	3348	99
ENSMUST00000130643	4653	297	1947	2409
ENSMUST00000131699	538	191	303	44
ENSMUST00000080759	1039	87	930	22
ENSMUST00000144331	6243	237	2295	3711
ENSMUST00000159610	8230	332	7080	818
ENSMUST00000163865	2037	NA	2037	NA
ENSMUST00000166395	1714	310	918	486
ENSMUST00000172733	4488	157	1938	2393
ENSMUST00000046022	3951	55	3735	161
ENSMUST00000087114	1942	701	804	437
ENSMUST00000143162	1221	100	363	758
ENSMUST00000233553	997	12	984	1
ENSMUST00000233131	1745	314	678	753
ENSMUST00000232299	2253	140	150	1963
ENSMUST00000159697	1800	283	1098	419
ENSMUST00000234121	1840	204	696	940
ENSMUST00000172518	710	168	372	170
ENSMUST00000235429	2149	NA	NA	NA
ENSMUST00000024988	5136	101	4992	43
ENSMUST00000173019	437	20	210	207
ENSMUST00000201734	2660	141	1797	722
ENSMUST00000062397	558	78	480	NA
ENSMUST00000234406	842	138	342	362
ENSMUST00000184502	862	NA	774	88
ENSMUST00000232751	1002	39	924	39
ENSMUST00000128767	2751	412	2286	53
ENSMUST00000079121	1219	347	543	329
ENSMUST00000234285	370	NA	NA	NA
ENSMUST00000024595	3504	380	1656	1468
ENSMUST00000234162	4536	191	1131	3214
ENSMUST00000232777	3873	99	3192	582
ENSMUST00000234133	4088	135	2622	1331
ENSMUST00000176652	3003	211	2010	782
ENSMUST00000171139	1298	23	1032	243
ENSMUST00000233774	7674	260	3858	3556
ENSMUST00000038166	4913	427	4008	478
ENSMUST00000061516	1324	69	1095	160
ENSMUST00000235058	2033	27	1575	431
ENSMUST00000233801	615	NA	NA	NA
ENSMUST00000234587	1195	NA	NA	NA
ENSMUST00000117509	5418	58	3945	1415
ENSMUST00000233429	1294	NA	NA	NA
ENSMUST00000024761	4925	NA	2106	2819
ENSMUST00000233614	1871	243	450	1178
ENSMUST00000115800	1792	60	1707	25
ENSMUST00000009138	3351	287	1398	1666
ENSMUST00000234759	2034	31	1575	428
ENSMUST00000236547	926	21	612	293
ENSMUST00000041819	2091	105	1632	354
ENSMUST00000236661	1587	373	525	689
ENSMUST00000233186	3786	1515	1002	1269
ENSMUST00000235158	2711	NA	NA	NA
ENSMUST00000233792	1931	57	1050	824
ENSMUST00000174805	6741	151	6210	380
ENSMUST00000226550	936	NA	NA	NA
ENSMUST00000233933	2976	123	2073	780
ENSMUST00000237570	2931	70	1551	1310
ENSMUST00000095208	2614	160	1998	456
ENSMUST00000167962	2010	100	732	1178
ENSMUST00000171679	1045	81	939	25
ENSMUST00000239223	2544	288	2022	234
ENSMUST00000216249	1457	338	939	180
ENSMUST00000237283	626	NA	NA	NA
ENSMUST00000232735	659	NA	NA	NA
ENSMUST00000238096	2061	760	768	533
ENSMUST00000207414	933	NA	933	NA
ENSMUST00000234713	571	NA	NA	NA
ENSMUST00000180515	1617	NA	NA	NA
ENSMUST00000162373	1565	NA	1479	86
ENSMUST00000078839	643	14	606	23
ENSMUST00000163492	2216	368	1377	471
ENSMUST00000234707	937	NA	NA	NA
ENSMUST00000002344	987	85	876	26
ENSMUST00000055221	1972	540	1293	139
ENSMUST00000097373	6018	121	5229	668
ENSMUST00000236584	1535	91	1308	136
ENSMUST00000146299	3893	47	3831	15
ENSMUST00000024884	4313	190	1548	2575
ENSMUST00000232738	414	NA	NA	NA
ENSMUST00000019722	2949	110	1329	1510
ENSMUST00000231652	566	NA	NA	NA
ENSMUST00000115489	1083	60	1014	9
ENSMUST00000231742	1523	123	420	980
ENSMUST00000188649	762	NA	NA	NA
ENSMUST00000189454	2217	690	1527	NA
ENSMUST00000059348	873	165	609	99
ENSMUST00000235889	757	247	462	48
ENSMUST00000058136	2992	217	2199	576
ENSMUST00000118991	1265	119	894	252
ENSMUST00000015611	1150	84	882	184
ENSMUST00000237629	4818	1778	960	2080
ENSMUST00000024881	2967	189	1884	894
ENSMUST00000003762	2095	42	1752	301
ENSMUST00000113529	442	106	255	81
ENSMUST00000170578	5698	430	1311	3957
ENSMUST00000141662	2034	10	1002	1022
ENSMUST00000174600	305	NA	NA	NA
ENSMUST00000167924	1462	164	660	638
ENSMUST00000129616	813	237	438	138
ENSMUST00000163568	2119	322	891	906
ENSMUST00000086538	2913	NA	2913	NA
ENSMUST00000216328	1778	402	918	458
ENSMUST00000233890	1546	NA	NA	NA
ENSMUST00000088506	1921	115	837	969
ENSMUST00000092491	6220	209	2574	3437
ENSMUST00000113572	6463	1014	1545	3904
ENSMUST00000234659	388	NA	NA	NA
ENSMUST00000217372	3809	554	939	2316
ENSMUST00000231840	571	NA	NA	NA
ENSMUST00000172818	4740	208	2124	2408
ENSMUST00000138685	1651	NA	1341	310
ENSMUST00000024725	2661	42	2562	57
ENSMUST00000057373	6109	268	657	5184
ENSMUST00000007814	3978	89	2247	1642
ENSMUST00000097290	1760	140	903	717
ENSMUST00000234517	837	NA	837	NA
ENSMUST00000025046	2342	234	1191	917
ENSMUST00000233910	1128	NA	NA	NA
ENSMUST00000169067	1392	368	909	115
ENSMUST00000066368	1711	390	741	580
ENSMUST00000233478	1437	NA	NA	NA
ENSMUST00000231290	3417	450	2739	228
ENSMUST00000001256	3736	159	2661	916
ENSMUST00000170872	5895	363	3519	2013
ENSMUST00000002740	474	3	471	NA
ENSMUST00000087723	8016	59	6957	1000
ENSMUST00000115490	1431	218	1026	187
ENSMUST00000072671	8118	181	4491	3446
ENSMUST00000024704	694	188	420	86
ENSMUST00000174063	884	14	387	483
ENSMUST00000148430	1839	547	240	1052
ENSMUST00000232687	694	124	300	270
ENSMUST00000071135	2228	269	1335	624
ENSMUST00000179539	752	153	576	23
ENSMUST00000044911	1803	508	915	380
ENSMUST00000234358	1128	NA	NA	NA
ENSMUST00000233804	591	NA	NA	NA
ENSMUST00000011623	2521	104	2361	56
ENSMUST00000232638	2383	404	720	1259
ENSMUST00000232813	735	NA	NA	NA
ENSMUST00000234554	2828	345	1668	815
ENSMUST00000161012	1665	429	792	444
ENSMUST00000188282	822	42	357	423
ENSMUST00000059844	1908	91	831	986
ENSMUST00000171847	2033	185	1377	471
ENSMUST00000173917	1439	203	429	807
ENSMUST00000040474	6269	271	1668	4330
ENSMUST00000178532	646	233	315	98
ENSMUST00000097432	4007	124	1965	1918
ENSMUST00000069579	537	51	357	129
ENSMUST00000102927	7161	135	1680	5346
ENSMUST00000233798	906	62	519	325
ENSMUST00000215392	2899	34	927	1938
ENSMUST00000160734	1569	88	1392	89
ENSMUST00000170392	1807	112	1593	102
ENSMUST00000167152	1670	250	975	445
ENSMUST00000077477	1120	69	765	286
ENSMUST00000133308	1479	45	792	642
ENSMUST00000225413	2189	NA	1650	539
ENSMUST00000167692	2092	240	1383	469
ENSMUST00000233828	5428	488	960	3980
ENSMUST00000113263	3156	212	2052	892
ENSMUST00000234613	3323	277	1269	1777
ENSMUST00000033585	1626	105	1254	267
ENSMUST00000040151	935	106	441	388
ENSMUST00000040746	720	91	576	53
ENSMUST00000078496	8220	332	7080	808
ENSMUST00000233769	975	50	921	4
ENSMUST00000097425	5845	NA	5199	646
ENSMUST00000169109	3630	130	3384	116
ENSMUST00000113195	2385	659	831	895
ENSMUST00000173322	913	10	858	45
ENSMUST00000174576	1352	455	660	237
ENSMUST00000236777	1600	NA	NA	NA
ENSMUST00000176203	2733	402	2142	189
ENSMUST00000173637	764	NA	NA	NA
ENSMUST00000179998	2456	96	846	1514
ENSMUST00000232857	254	NA	NA	NA
ENSMUST00000025223	2058	162	1464	432
ENSMUST00000075884	2114	95	1890	129
ENSMUST00000236268	2038	232	774	1032
ENSMUST00000089058	5441	168	4794	479
ENSMUST00000168033	8228	115	2571	5542
ENSMUST00000235062	1104	376	570	158
ENSMUST00000078800	3653	208	1041	2404
ENSMUST00000024717	5435	166	2448	2821
ENSMUST00000233237	1323	NA	NA	NA
ENSMUST00000173492	2357	166	2025	166
ENSMUST00000233466	2276	NA	NA	NA
ENSMUST00000117137	2967	94	2244	629
ENSMUST00000140738	1194	199	723	272
ENSMUST00000232918	2735	185	1722	828
ENSMUST00000118366	1897	147	1119	631
ENSMUST00000164502	5231	200	4821	210
ENSMUST00000161402	4953	NA	4545	408
ENSMUST00000173447	928	164	666	98
ENSMUST00000025329	1843	86	873	884
ENSMUST00000024696	4528	423	1848	2257
ENSMUST00000216523	1714	361	945	408
ENSMUST00000216341	2115	646	939	530
ENSMUST00000234305	1511	362	555	594
ENSMUST00000087026	1314	91	1041	182
ENSMUST00000025193	4657	1708	2397	552
ENSMUST00000233102	3486	294	1371	1821
ENSMUST00000077585	918	NA	918	NA
ENSMUST00000232704	1389	NA	NA	NA
ENSMUST00000143158	902	321	441	140
ENSMUST00000115181	3530	569	2523	438
ENSMUST00000097398	517	42	420	55
ENSMUST00000233713	985	NA	NA	NA
ENSMUST00000026828	842	88	483	271
ENSMUST00000115228	5424	40	3969	1415
ENSMUST00000025027	741	129	534	78
ENSMUST00000003642	2322	70	1860	392
ENSMUST00000085027	2142	603	411	1128
ENSMUST00000086828	5608	208	4506	894
ENSMUST00000071189	1032	NA	1032	NA
ENSMUST00000025093	1833	7	1587	239
ENSMUST00000174190	729	NA	729	NA
ENSMUST00000234399	706	27	639	40
ENSMUST00000232836	2778	552	1398	828
ENSMUST00000173678	685	244	264	177
ENSMUST00000202988	6012	170	1947	3895
ENSMUST00000234086	3154	29	3111	14
ENSMUST00000038507	1141	36	903	202
ENSMUST00000121787	5431	113	3903	1415
ENSMUST00000233291	2431	196	282	1953
ENSMUST00000170723	2751	133	2097	521
ENSMUST00000216128	4477	420	966	3091
ENSMUST00000171172	1272	56	831	385
ENSMUST00000162878	2987	76	1266	1645
ENSMUST00000178774	498	NA	498	NA
ENSMUST00000182435	3758	130	3369	259
ENSMUST00000119848	5226	6	1059	4161
ENSMUST00000234429	1422	NA	NA	NA
ENSMUST00000097336	415	49	282	84
ENSMUST00000044752	1023	348	588	87
ENSMUST00000056034	1930	10	933	987
ENSMUST00000168440	5053	520	2562	1971
ENSMUST00000228412	5432	122	5226	84
ENSMUST00000017090	2443	57	705	1681
ENSMUST00000232960	2791	443	1377	971
ENSMUST00000114799	2448	5	1398	1045
ENSMUST00000208043	2987	64	1746	1177
ENSMUST00000045602	732	144	531	57
ENSMUST00000233803	1375	117	744	514
ENSMUST00000234131	18464	1	2877	15586
ENSMUST00000114882	887	342	498	47
ENSMUST00000231947	1843	NA	NA	NA
ENSMUST00000233121	2793	18	918	1857
ENSMUST00000167626	2506	146	846	1514
ENSMUST00000025050	2223	310	507	1406
ENSMUST00000052124	4729	250	3075	1404
ENSMUST00000235587	1680	231	1176	273
ENSMUST00000167275	627	NA	627	NA
ENSMUST00000035797	1575	305	783	487
ENSMUST00000237740	2403	477	1356	570
ENSMUST00000234620	813	298	351	164
ENSMUST00000160885	1732	499	792	441
ENSMUST00000190703	5756	128	4212	1416
ENSMUST00000149277	1388	22	1062	304
ENSMUST00000233295	3460	22	2544	894
ENSMUST00000102665	1704	199	744	761
ENSMUST00000026498	1416	55	735	626
ENSMUST00000097337	2252	14	594	1644
ENSMUST00000024840	5322	110	2190	3022
ENSMUST00000112437	3371	365	1239	1767
ENSMUST00000234361	3398	376	1464	1558
ENSMUST00000121959	1029	226	660	143
ENSMUST00000234990	6640	564	1416	4660
ENSMUST00000114988	3714	362	1668	1684
ENSMUST00000173324	875	314	444	117
ENSMUST00000201499	651	124	195	332
ENSMUST00000151797	1799	35	753	1011
ENSMUST00000063417	2288	103	717	1468
ENSMUST00000234580	1396	NA	NA	NA
ENSMUST00000113280	1281	140	561	580
ENSMUST00000234322	360	NA	NA	NA
ENSMUST00000187177	758	NA	NA	NA
ENSMUST00000078509	2403	210	1644	549
ENSMUST00000214622	1573	167	933	473
ENSMUST00000214871	1256	137	939	180
ENSMUST00000234135	454	NA	NA	NA
ENSMUST00000233413	1034	145	57	832
ENSMUST00000073556	7566	369	2847	4350
ENSMUST00000128138	365	NA	NA	NA
ENSMUST00000002145	2867	16	1017	1834
ENSMUST00000234492	578	NA	NA	NA
ENSMUST00000215940	1614	261	945	408
ENSMUST00000024839	4521	148	2340	2033
ENSMUST00000146856	1928	84	243	1601
ENSMUST00000114242	4483	1534	2397	552
ENSMUST00000061052	1452	40	1266	146
ENSMUST00000233236	2034	NA	NA	NA
ENSMUST00000214994	2073	604	939	530
ENSMUST00000178772	1307	NA	579	728
ENSMUST00000152830	5993	3271	2295	427
ENSMUST00000113262	3198	288	2022	888
ENSMUST00000234925	396	NA	NA	NA
ENSMUST00000160378	2144	103	1194	847
ENSMUST00000086325	2443	198	2022	223
ENSMUST00000231809	3298	159	2598	541
ENSMUST00000233459	585	NA	NA	NA
ENSMUST00000056032	2574	23	2349	202
ENSMUST00000001565	1679	187	1392	100
ENSMUST00000233164	3763	1492	1002	1269
ENSMUST00000234343	768	NA	NA	NA
ENSMUST00000078286	2606	24	741	1841
ENSMUST00000024930	2166	50	1311	805
ENSMUST00000024926	1128	35	969	124
ENSMUST00000233004	1001	184	519	298
ENSMUST00000234919	464	NA	NA	NA
ENSMUST00000233693	392	NA	NA	NA
ENSMUST00000232500	1435	709	423	303
ENSMUST00000146560	1495	NA	NA	NA
ENSMUST00000174630	492	NA	NA	NA
ENSMUST00000237759	1133	7	825	301
ENSMUST00000169950	996	NA	996	NA
ENSMUST00000232856	1453	NA	NA	NA
ENSMUST00000049620	1029	57	972	NA
ENSMUST00000234688	866	NA	NA	NA
ENSMUST00000231584	459	36	420	3
ENSMUST00000148482	1193	318	699	176
ENSMUST00000144236	2017	311	438	1268
ENSMUST00000166442	1481	NA	1140	341
ENSMUST00000173472	3079	151	942	1986
ENSMUST00000213751	5418	281	948	4189
ENSMUST00000232203	545	95	270	180
ENSMUST00000234928	1471	278	636	557
ENSMUST00000025183	2034	223	1221	590
ENSMUST00000002908	5755	127	4212	1416
ENSMUST00000200914	3536	147	1659	1730
ENSMUST00000052211	1184	126	984	74
ENSMUST00000003191	5517	395	2670	2452
ENSMUST00000232911	665	NA	NA	NA
ENSMUST00000024866	4600	54	4008	538
ENSMUST00000057405	5015	214	3840	961
ENSMUST00000121723	5410	75	3921	1414
ENSMUST00000169137	616	126	327	163
ENSMUST00000169012	1172	204	897	71
ENSMUST00000057394	942	1	939	2
ENSMUST00000232812	3717	1446	1002	1269
ENSMUST00000231753	563	136	249	178
ENSMUST00000234718	1328	584	570	174
ENSMUST00000190635	740	NA	NA	NA
ENSMUST00000225080	2412	256	1620	536
ENSMUST00000233568	2405	36	1710	659
ENSMUST00000008812	560	57	459	44
ENSMUST00000174048	560	107	384	69
ENSMUST00000234143	3806	NA	NA	NA
ENSMUST00000007007	2051	191	1191	669
ENSMUST00000233117	2369	158	2025	186
ENSMUST00000014917	3581	736	2169	676
ENSMUST00000024984	1846	638	681	527
ENSMUST00000216804	1913	585	942	386
ENSMUST00000129046	1948	55	1704	189
ENSMUST00000233054	2370	55	1785	530
ENSMUST00000178823	771	22	726	23
ENSMUST00000235054	524	90	216	218
ENSMUST00000044252	1427	42	828	557
ENSMUST00000169480	6194	189	2295	3710
ENSMUST00000054059	4697	NA	4500	197
ENSMUST00000231526	1218	NA	NA	NA
ENSMUST00000231927	2456	91	780	1585
ENSMUST00000239425	6333	185	5502	646
ENSMUST00000070808	1046	73	933	40
ENSMUST00000233420	1851	26	1479	346
ENSMUST00000237048	1944	81	1839	24
ENSMUST00000024702	2575	373	822	1380
ENSMUST00000112162	1091	NA	957	134
ENSMUST00000174714	520	NA	NA	NA
ENSMUST00000086555	4737	94	4167	476
ENSMUST00000043458	1605	89	765	751
ENSMUST00000119825	3769	222	2736	811
ENSMUST00000057029	2139	416	1518	205
ENSMUST00000080249	2872	539	1314	1019
ENSMUST00000127430	7052	179	6024	849
ENSMUST00000122318	993	NA	993	NA
ENSMUST00000167791	4383	184	1686	2513
ENSMUST00000236479	547	46	441	60
ENSMUST00000232839	551	NA	NA	NA
ENSMUST00000233618	458	NA	NA	NA
ENSMUST00000058046	1039	64	927	48
ENSMUST00000165781	5092	191	2571	2330
ENSMUST00000234897	2128	NA	NA	NA
ENSMUST00000172912	1570	32	1083	455
ENSMUST00000185896	780	39	420	321
ENSMUST00000208801	437	118	255	64
ENSMUST00000234941	3223	125	816	2282
ENSMUST00000024762	966	68	831	67
ENSMUST00000024947	1812	302	891	619
ENSMUST00000024885	4070	36	3159	875
ENSMUST00000120276	4486	241	2172	2073
ENSMUST00000106026	1744	62	1314	368
ENSMUST00000051482	3356	277	1302	1777
ENSMUST00000176696	2536	815	1659	62
ENSMUST00000224528	4764	309	2514	1941
ENSMUST00000113337	7633	301	5268	2064
